name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,informationWithheld,verbatimEventDate,datasetName,collectionCode,verbatimLocality,gbifID,occurrenceID,taxonID,catalogNumber,recordedBy,institutionCode,eventTime,identifiedBy,identificationID,occurrenceRemarks,sex,lifeStage,continent,institutionKey,collectionKey,acceptedNameUsage,institutionID,locality,language,type,preparations,ownerInstitutionCode,datasetID,collectionID,networkKeys,individualCount,elevation,elevationAccuracy,associatedOccurrences,dynamicProperties,county,identificationVerificationStatus,eventRemarks,locationAccordingTo,identificationRemarks,georeferencedDate,higherGeography,nomenclaturalCode,georeferencedBy,georeferenceProtocol,georeferenceVerificationStatus,endDayOfYear,verbatimCoordinateSystem,otherCatalogNumbers,organismID,previousIdentifications,identificationQualifier,samplingProtocol,accessRights,higherClassification,georeferenceSources,establishmentMeans,vernacularName,startDayOfYear,locationRemarks,earliestEpochOrLowestSeries,fieldNumber,recordNumber,identificationReferences,disposition,http://unknown.org/recordId,rights,georeferenceRemarks,bibliographicCitation,associatedSequences,fieldNotes,municipality,taxonRemarks,higherGeographyID,projectId,coordinatePrecision,earliestAgeOrLowestStage,namePublishedInYear,associatedReferences,taxonConceptID,verbatimTaxonRank,bed,formation,member,lithostratigraphicTerms,latestAgeOrHighestStage,locationID,depth,depthAccuracy,nameAccordingTo,parentNameUsage
"Mustela nigripes (Audubon & Bachman, 1851)",-102.294745,43.66793,cdround,gbif,2802807253,"Mustela nigripes (Audubon & Bachman, 1851)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T06:40:51.107+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,2020-06-21T16:05:39,27443,South Dakota,2016,8,26,2016-08-26,2021-11-23T14:27:02.000+00:00,2021-12-08T06:40:51.107+00:00,https://www.inaturalist.org/observations/50426427,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,pylet,50426427,pylet,Coordinate uncertainty increased to 27443m to protect threatened taxon,Fri Aug 26 2016 13:54:40 GMT-0400 (EDT),iNaturalist research-grade observations,Observations,"South Dakota, US",2802807253,https://www.inaturalist.org/observations/50426427,41809,50426427,pylet,iNaturalist,17:54:40Z,pylet,111857076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-104.824107,39.867198,cdround,gbif,2574158775,"Mustela nigripes (Audubon & Bachman, 1851)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:48:58.411+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,2020-01-31T22:48:04,28030,Colorado,2015,10,5,2015-10-05,2021-11-02T23:29:15.000+00:00,2021-12-08T05:48:58.411+00:00,https://www.inaturalist.org/observations/38159651,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Colorado Front Range National Wildlife Refuge Complex,38159651,co_front_range_nwr_complex,Coordinate uncertainty increased to 28030m to protect threatened taxon,2015-10-05 15:52:47,iNaturalist research-grade observations,Observations,"Colorado, US",2574158775,https://www.inaturalist.org/observations/38159651,41809,38159651,Colorado Front Range National Wildlife Refuge Complex,iNaturalist,21:52:47Z,Colorado Front Range National Wildlife Refuge Complex,85525478,"Success! Once released, black-footed ferrets will often pop back up from their burrows to inspect their new territories. They are very curious animals! Photo Credit: Ryan Moehring / USFWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-103.517833,43.448163,cdround,gbif,1249291351,"Mustela nigripes (Audubon & Bachman, 1851)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T04:57:27.413+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,2016-02-10T19:23:16,27474,South Dakota,2012,9,9,2012-09-09,2021-11-23T14:29:41.000+00:00,2021-12-08T04:57:27.413+00:00,https://www.inaturalist.org/observations/2665112,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Barbara Muenchau,2665112,sagewort,Coordinate uncertainty increased to 27474m to protect threatened taxon,"September 9, 2012",iNaturalist research-grade observations,Observations,"South Dakota, US",1249291351,http://www.inaturalist.org/observations/2665112,41809,2665112,Barbara Muenchau,iNaturalist,NA,Barbara Muenchau,5012748,"As of the 2015 fall BFF survey, Wind Cave had a minimum of 30 black-footed ferrets in the Park (reintroduced in 2007)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-79.1828,43.8203,gass84,gbif,2628734484,"Mustela nigripes (Audubon & Bachman, 1851)",9dab876a-98bf-4ba2-b425-0d40947eebd4,39fd7088-af63-4ad5-8d30-479a720a368b,7c519b4c-1100-4f39-a95a-9b679b4542e4,CA,DWC_ARCHIVE,2021-11-20T16:01:05.085+00:00,2021-12-02T07:38:07.099+00:00,57,ff7bd5db-b724-4932-b496-10ea298851f9,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,NA,Ontario,2010,1,1,2010-01-01,NA,2021-12-02T07:38:07.099+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,CA,Canada,Royal Saskatchewan Museum (RSKM),urn:catalog:RSKM:MAMM:M-2284,NA,"Additional information on this specimen may be available on request, please direct inquiries to danae.frier@gov.sk.ca",2010/01/01,Royal Saskatchewan Museum - Mammalogy Collection,MAMM,NA,2628734484,urn:catalog:RSKM:MAMM:M-2284,https://www.gbif.org/species/5218985,RSKM_MAMM_M-2284,NA,RSKM,NA,NA,NA,NA,MALE,NA,NORTH_AMERICA,a5b55a33-7693-4bef-87b2-6cd05df05fe4,044ab4c9-fec1-438c-b9e5-b9ac6d97e841,"Mustela nigripes (Audubon & Bachman, 1851)",http://grscicoll.org/institution/royal-saskatchewan-museum,Toronto,en,PhysicalObject,Full Skeleton,RSKM,https://doi.org/10.5886/gwwhlv,http://grscicoll.org/institutional-collection/mammalogy-4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-113.130092,35.45374,cdround,gbif,891102825,"Mustela nigripes (Audubon & Bachman, 1851)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:54:40.787+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,2012-10-25T23:57:10,28677,Arizona,2010,3,28,2010-03-28,2021-11-02T23:34:42.000+00:00,2021-12-08T05:54:40.787+00:00,https://www.inaturalist.org/observations/139285,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Kenneth Bader,139285,kucycads,Coordinate uncertainty increased to 28677m at the request of the observer,2010-03-28,iNaturalist research-grade observations,Observations,"Coconino County, US-AZ, US",891102825,http://www.inaturalist.org/observations/139285,41809,139285,Kenneth Bader,iNaturalist,NA,Kenneth Bader,208764,"saw 3 ferrets, while volunteering with AZGF ferret survey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-100.9827,43.2955,"osiic,colmano,inmafu",gbif,1145096740,"Mustela nigripes (Audubon & Bachman, 1851)",5f3463d2-51b6-4a8a-b252-9bab4388934e,a2ef6dd1-8886-48c9-8025-c62bac973cc7,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:57:41.014+00:00,2021-12-22T00:57:56.704+00:00,304,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,2009-03-05T00:00:00,50,South Dakota,2009,3,5,2009-03-05,2021-07-17T14:49:23.135+00:00,2021-12-22T00:57:56.704+00:00,http://arctos.database.museum/guid/DMNS:Mamm:12305,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/DMNS:Mamm:12305?seid=839414,NA,NA,05 March 2009,NA,http://arctos.database.museum/collection/DMNS:Mamm,Junction of BIA 7 and US 18,1145096740,http://arctos.database.museum/guid/DMNS:Mamm:12305?seid=839414,NA,DMNS:Mamm:12305,"Collector(s): United States Fish and Wildlife Service; Preparator(s): Jim I. Gilman, Jonas Brothers Taxidermy",DMNS,2009-03-05,United States Fish and Wildlife Service,NA,"Other notes on original tags say: Larson 3/9/09, Ferret B-660, and Ferret #1. The skull is crushed and tail is missing.",MALE,NA,NORTH_AMERICA,1757f021-01b8-4d20-a11a-1da09db2d8b2,NA,NA,DMNS,Junction of BIA 7 and US 18,en,PhysicalObject,body mount; heart; kidney; ectoparasite; skeleton; baculum; muscle; liver,NA,NA,45,,1,826,0,(host of) DMNS:Para http://arctos.database.museum/guid/DMNS:Para:439; (host of) DMNS:Para http://arctos.database.museum/guid/DMNS:Para:440; (host of) DMNS:Para http://arctos.database.museum/guid/DMNS:Para:441; (host of) DMNS:Para http://arctos.database.museum/guid/DMNS:Para:442; (host of) DMNS:Para http://arctos.database.museum/guid/DMNS:Para:443; (host of) DMNS:Para http://arctos.database.museum/guid/DMNS:Para:444,sex=male;weight=1265 g;reproductive data=Testes: 16x10 mm;verbatim preservation date=24 March 2011,Todd County,features,Former verification status: verified by collector.,United States Fish and Wildlife Service,Former nature_of_id: expert.,2009-03-05 00:00:00,"North America, United States, South Dakota, Todd County",ICZN,United States Fish and Wildlife Service,BioGeoMancer,verified and locked,64,decimal degrees,DZTM: Denver Zoology Tissue Mammal=1525,http://arctos.database.museum/guid/DMNS:Mamm:12305,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2009-03-05"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""United States Fish and Wildlife Service"",""concept_label"":null}]",A,salvaged road kill,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",GPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-79.1828,43.8203,gass84,gbif,2628734461,"Mustela nigripes (Audubon & Bachman, 1851)",9dab876a-98bf-4ba2-b425-0d40947eebd4,39fd7088-af63-4ad5-8d30-479a720a368b,7c519b4c-1100-4f39-a95a-9b679b4542e4,CA,DWC_ARCHIVE,2021-11-20T16:01:05.085+00:00,2021-12-02T07:38:07.099+00:00,57,ff7bd5db-b724-4932-b496-10ea298851f9,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,NA,Ontario,2008,1,1,2008-01-01,NA,2021-12-02T07:38:07.099+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,CA,Canada,Royal Saskatchewan Museum (RSKM),urn:catalog:RSKM:MAMM:M-2279,NA,"Additional information on this specimen may be available on request, please direct inquiries to danae.frier@gov.sk.ca",2008/01/01,Royal Saskatchewan Museum - Mammalogy Collection,MAMM,NA,2628734461,urn:catalog:RSKM:MAMM:M-2279,https://www.gbif.org/species/5218985,RSKM_MAMM_M-2279,NA,RSKM,NA,NA,NA,NA,MALE,NA,NORTH_AMERICA,a5b55a33-7693-4bef-87b2-6cd05df05fe4,044ab4c9-fec1-438c-b9e5-b9ac6d97e841,"Mustela nigripes (Audubon & Bachman, 1851)",http://grscicoll.org/institution/royal-saskatchewan-museum,Toronto,en,PhysicalObject,"Full Skeleton, Tissue",RSKM,https://doi.org/10.5886/gwwhlv,http://grscicoll.org/institutional-collection/mammalogy-4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-100.827654,43.268789,"cdround,osiic,colmano,inmafu",gbif,1145096753,"Mustela nigripes (Audubon & Bachman, 1851)",5f3463d2-51b6-4a8a-b252-9bab4388934e,a2ef6dd1-8886-48c9-8025-c62bac973cc7,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:57:41.014+00:00,2021-12-22T00:57:56.416+00:00,304,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,6234,South Dakota,2008,12,1,2008-12-01,2021-07-17T14:50:09.306+00:00,2021-12-22T00:57:56.416+00:00,http://arctos.database.museum/guid/DMNS:Mamm:12296,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/DMNS:Mamm:12296?seid=942861,NA,NA,December 2008,NA,http://arctos.database.museum/collection/DMNS:Mamm,"North of Rosebud, on road near trailer park",1145096753,http://arctos.database.museum/guid/DMNS:Mamm:12296?seid=942861,NA,DMNS:Mamm:12296,"Collector(s): Dr. Pete Gober, United States Fish and Wildlife Service; Preparator(s): Jim I. Gilman",DMNS,2008-12-01/2008-12-31,United States Fish and Wildlife Service,NA,No ectoparasites found.,MALE,NA,NORTH_AMERICA,1757f021-01b8-4d20-a11a-1da09db2d8b2,NA,NA,DMNS,"North of Rosebud, on road near trailer park",en,PhysicalObject,"skin, study; heart; endoparasite; kidney; skeleton; baculum; muscle; liver",NA,NA,45,,1,NA,NA,NA,sex=male;total length=590 mm;tail length=152 mm;hind foot with claw=62 mm;ear from notch=31 mm;weight=1023 g;reproductive data=Testes: 5x22 mm; non-scrotal;unformatted measurements=baculum: 40 mm;verbatim preservation date=31 March 2011,Todd County,features,NA,Meghan L. Truckey,Former nature_of_id: expert.,2011-12-29 00:00:00,"North America, United States, South Dakota, Todd County",ICZN,Meghan L. Truckey,GeoLocate,unverified,NA,decimal degrees,DZTM: Denver Zoology Tissue Mammal=1526,http://arctos.database.museum/guid/DMNS:Mamm:12296,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""United States Fish and Wildlife Service"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",GeoLocate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-79.1828,43.8203,gass84,gbif,2628734478,"Mustela nigripes (Audubon & Bachman, 1851)",9dab876a-98bf-4ba2-b425-0d40947eebd4,39fd7088-af63-4ad5-8d30-479a720a368b,7c519b4c-1100-4f39-a95a-9b679b4542e4,CA,DWC_ARCHIVE,2021-11-20T16:01:05.085+00:00,2021-12-02T07:38:07.099+00:00,57,ff7bd5db-b724-4932-b496-10ea298851f9,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,NA,Ontario,2007,1,1,2007-01-01,NA,2021-12-02T07:38:07.099+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,CA,Canada,Royal Saskatchewan Museum (RSKM),urn:catalog:RSKM:MAMM:M-2282,NA,"Additional information on this specimen may be available on request, please direct inquiries to danae.frier@gov.sk.ca",2007/01/01,Royal Saskatchewan Museum - Mammalogy Collection,MAMM,NA,2628734478,urn:catalog:RSKM:MAMM:M-2282,https://www.gbif.org/species/5218985,RSKM_MAMM_M-2282,NA,RSKM,NA,NA,NA,NA,FEMALE,NA,NORTH_AMERICA,a5b55a33-7693-4bef-87b2-6cd05df05fe4,044ab4c9-fec1-438c-b9e5-b9ac6d97e841,"Mustela nigripes (Audubon & Bachman, 1851)",http://grscicoll.org/institution/royal-saskatchewan-museum,Toronto,en,PhysicalObject,Full Skeleton,RSKM,https://doi.org/10.5886/gwwhlv,http://grscicoll.org/institutional-collection/mammalogy-4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-79.1828,43.8203,gass84,gbif,2628734477,"Mustela nigripes (Audubon & Bachman, 1851)",9dab876a-98bf-4ba2-b425-0d40947eebd4,39fd7088-af63-4ad5-8d30-479a720a368b,7c519b4c-1100-4f39-a95a-9b679b4542e4,CA,DWC_ARCHIVE,2021-11-20T16:01:05.085+00:00,2021-12-02T07:38:07.099+00:00,57,ff7bd5db-b724-4932-b496-10ea298851f9,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,NA,Ontario,2005,1,1,2005-01-01,NA,2021-12-02T07:38:07.099+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,CA,Canada,Royal Saskatchewan Museum (RSKM),urn:catalog:RSKM:MAMM:M-2281,NA,"Additional information on this specimen may be available on request, please direct inquiries to danae.frier@gov.sk.ca",2005/01/01,Royal Saskatchewan Museum - Mammalogy Collection,MAMM,NA,2628734477,urn:catalog:RSKM:MAMM:M-2281,https://www.gbif.org/species/5218985,RSKM_MAMM_M-2281,NA,RSKM,NA,NA,NA,NA,MALE,NA,NORTH_AMERICA,a5b55a33-7693-4bef-87b2-6cd05df05fe4,044ab4c9-fec1-438c-b9e5-b9ac6d97e841,"Mustela nigripes (Audubon & Bachman, 1851)",http://grscicoll.org/institution/royal-saskatchewan-museum,Toronto,en,PhysicalObject,"Full Skeleton, Tissue",RSKM,https://doi.org/10.5886/gwwhlv,http://grscicoll.org/institutional-collection/mammalogy-4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-79.1828,43.8203,gass84,gbif,2628735957,"Mustela nigripes (Audubon & Bachman, 1851)",9dab876a-98bf-4ba2-b425-0d40947eebd4,39fd7088-af63-4ad5-8d30-479a720a368b,7c519b4c-1100-4f39-a95a-9b679b4542e4,CA,DWC_ARCHIVE,2021-11-20T16:01:05.085+00:00,2021-12-02T07:38:07.269+00:00,57,ff7bd5db-b724-4932-b496-10ea298851f9,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,NA,Ontario,2003,1,1,2003-01-01,NA,2021-12-02T07:38:07.269+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,CA,Canada,Royal Saskatchewan Museum (RSKM),urn:catalog:RSKM:MAMM:M-2437,NA,"Additional information on this specimen may be available on request, please direct inquiries to danae.frier@gov.sk.ca",2003/01/01,Royal Saskatchewan Museum - Mammalogy Collection,MAMM,NA,2628735957,urn:catalog:RSKM:MAMM:M-2437,https://www.gbif.org/species/5218985,RSKM_MAMM_M-2437,NA,RSKM,NA,NA,NA,NA,FEMALE,NA,NORTH_AMERICA,a5b55a33-7693-4bef-87b2-6cd05df05fe4,044ab4c9-fec1-438c-b9e5-b9ac6d97e841,"Mustela nigripes (Audubon & Bachman, 1851)",http://grscicoll.org/institution/royal-saskatchewan-museum,Toronto,en,PhysicalObject,Skeleton,RSKM,https://doi.org/10.5886/gwwhlv,http://grscicoll.org/institutional-collection/mammalogy-4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
